#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
12631449_413_A34QZDSTKZ3JO9	dictators cannot keep ISIS in check	dictators should keep ISIS in check	0	Without the dictators of the Middle east keeping extremist in check there would be more ISIS like extremest threatening the world.	The U.S. should work with Assad to fight ISIS	Should the U.S. Work With Assad to Fight ISIS?	Is the militant group such a threat to the United States that working with the despised Syrian dictator would be in the national interest?
5365834_313_AE861G0AY5RGT	Being a parent requires no degree	Being a parent require no degree to be intelligent	0	Parents don't have a six-year degree, or teaching license to qualify for text/curriculum/lesson plan design -  just as they have no geology degree for road projects, or med degree for surgical procedures, or chemical engineering degree for civic operations.	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School?	In New Hampshire, parents can tailor each child's curriculum to avoid "objectionable" content. Does that turn education into a private right instead of a public good?
3649631_140_A247LJDZOGXJK6	many jobs are performed on a computer that involve repetitive exercises	few jobs are performed on a computer that involve repetitive exercises	1	Online classes can require a lot of repetitive exercises and leave the student at the mercy of the computer with regards to grading.	Online classes are not the best way to teach	Can Young Students Learn From Online Classes?	Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group?
9561738_375_A2GHGJP29KRWOQ	she has earned her right to retire in peace	she has earned her right to continue leading her country	1	Having lived through some of the more catastrophic changes on this planet, political as well as economic. Having made some very tough decisions, which impact millions of people...Her Royal Highness, has probably, more wisdom than all journalists combined.	Queen Elizabeth II should not step down	Should Queen Elizabeth II Step Down?	As the British royal family welcomes the third in line to the throne, is it time for the House of Windsor to consider a retirement policy?
8837139_0_A34QZDSTKZ3JO9	sports are extraneous and exercising on the body	sports are useless and stress the body	1	Sports in college are extraneous and have inappropriate impact on academic issues.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
9952264_252_AJNQ2PBD07FKE	people understand salt moderation	people don't understand salt moderation	0	Everyone has their own tastes when it comes to salt.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
4594455_0_A1HKYY6XI2OHO1	parents need a break from all that tiring raising they're doing	teachers need a break from all that tiring teaching they're doing	1	It is not the job of a public school teacher to raise children - that is the parents' job.	School day should not be longer	Should the School Day Be Longer?	While more time in the classroom may benefit children from disadvantaged backgrounds, is it right for everyone?
5447530_253_A1CF6U3GF7DZEJ	an internship is not the best way to get in	an internship is the best way to get in	0	There are other ways to get your foot in the door besides unpaid internships.	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students?	Should the government get tough to protect unpaid interns, or are internships a win-win?
6207021_72_A1LZPWVZRTUZD0	the U.S. does not want dedicated and valuable citizens	the U.S. wants dedicated and valuable citizens	1	Dual citizens pay their U.S. taxes and are therefore dedicated and valuable to the United States.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
7644790_273_A247LJDZOGXJK6	the economy is not more important than preventing violence	the economy is more important than preventing violence	0	If they don't abandon the Euro they will be creating violence and loss of life.	Germany should abandon the Euro	Should Germany Abandon the Euro?	The repercussions of Greece leaving the euro zone have been widely debated. But what if Germany left instead?
6039608_210_A1CF6U3GF7DZEJ	prostitution is inherently an unsafe job	prostitution is not inherently an unsafe job	1	The current system causes prostitutes to be unable to control their work and safety.	Prostitution is safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
2699711_361_A104V8NZIQFN2F	things like art, theater, and poetry don't add beauty to the world	things like art, theater, and poetry while not essential add beauty to the world	0	Humanities programs teach non-essential information.	Colleges do not need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
9863414_511_A1CF6U3GF7DZEJ	they don't want to graduate with debt	they are going to graduate with debt anyway	0	Living off campus will help with off ceding debt.	Students should live off campus	Should Students Live on Campus or Off?	Is living in a dormitory worth the expense? Does living elsewhere mean missing out on the "college experience"?
6003165_166_A104V8NZIQFN2F	it is not easier to just do the opposite of what food advertisers tell you	it is easier to just do the opposite of what food advertisers tell you	0	We can learn healthy habits to defend against the marketing of the food industrial complex.	We need more advice about eating well	Do We Need More Advice About Eating Well?	Maybe Americans would be healthier if we understood nutrition better. Or maybe we know enough, and eat poorly for other reasons.
8835695_451_A1DJNUJZN8FE7N	the revenue is often not spent on things that benefit all students equally	the revenue is often spent on things that benefit all students equally	1	These programs bring lots of revenue, which all of the other activities of a University simply don't. No taxpayers in this country are willing to support the education of other peoples children.	Do not drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
4371398_686_A1CF6U3GF7DZEJ	these machines cost too much	these machines don't cost too much	1	There are machines that can do the illegal labor.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
12074325_327_A34QZDSTKZ3JO9	people will not pay even though time is valuable	people will pay because time is valuable	0	Paying for restaurant reservations will force customers to compete against each other for a limited resource at an increased price.	The new apps is a way to sell what was once free	Should Restaurant Reservations Be for Sale?	Do new apps usefully provide a way for people to get into popular restaurants, or are they just another way to sell what was once free?
2264611_65_AA7ASGQEOMKEZ	not solving the problems still raises awareness of them	it is not solving the problems	1	TFA cannot live up to its promise to solve all of education's problems, notwithstanding the good intentions of its young teachers.	TFA has not raised the status of teachers	Teaching: The Passion and the Profession	Has Teach for America raised the status of public school teachers?
4426679_112_A1CF6U3GF7DZEJ	they often do not process information in thorough fashion, but parrot documents	they alwayst process information in thorough fashion, rather than parrot documents	1	Students must thoroughly process information to apply it towards their paper.	Research papers are a useful exercise for college students	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?
7528221_0_A1CF6U3GF7DZEJ	everybody is complaining about FEMA handing out money	nobody is complaining about FEMA handing out money	0	FEMA just hands out money.	We don't need FEMA	Do We Really Need FEMA?	Should the states, or private companies, take over FEMA's responsibilities for emergency response.
7097300_277_AA7ASGQEOMKEZ	we know that regular food doesn't go over that limit	we know that regular food goes over that limit	1	The human body can only handle so many pesticides before the immune system is overtaxed.	Organic food is worth the expense	Is Organic Food Worth the Expense?	A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages?
7385804_218_A1DJNUJZN8FE7N	most of those fields have remained relevant with time	most of those fields have become irrelevant with time	0	Professionals critics are specifically trained their fields.	We need professional critics	Do We Need Professional Critics?	Can professional criticism stay relevant in a media landscape overflowing with opinions?
6537087_558_AYFOAD75CRBKE	vacations also give alone time	vacations also give family time	1	Vacations are a good way for parents and children to connect, but it also gives children knowledge and appreciation of the world.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
10338469_9_A1CF6U3GF7DZEJ	it will benefit civilians more than police	it will benefit civilians and police	1	It can have benefits for both the civilians and the officers.	Police officers should be required to wear cameras	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?
12013086_252_A3C9GGDXBZW62D	bad teachers don't like being fired on a whim	teachers don't like being fired on a whim	1	Teachers only have the assurance that they can't be fired on a whim.	Tenure provides stability	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
6812570_102_A1CF6U3GF7DZEJ	nobody really cares about the athlete's health	we should really care about the athlete's health	1	Doping affects the persons long term health for a short term gain.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
12770824_514_A1CF6U3GF7DZEJ	NATO can overextend itself	NATO cannot overextend itself	0	Nonmember countries such as Ukraine must be protected from untrustworthy and potentially harmful countries like Russia.	NATO should defend nonmembers	NATO Challenge on the Edge of Its Mandate	Should NATO be defending a nonmember nation like Ukraine? Are European leaders in a position to help Ukraine?
6017945_213_A1DJNUJZN8FE7N	thinking straight is bad for the government	not thinking straight is bad	1	I couldn't think straight without dairy products.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
12017128_84_A104V8NZIQFN2F	all of the little reasons are good reasons to fire teachers	none of the little reasons are good reasons to fire teachers	1	Without tenure, there are too many little things that teachers could lose their jobs over.	Tenure provides stability	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
12770824_514_A3GNQDFPZALU92	protection is not always best derived from locally based armed forces and governmental powers	protection is best derived from locally based armed forces and governmental powers	0	Nonmember countries such as Ukraine must be protected from untrustworthy and potentially harmful countries like Russia.	NATO should defend nonmembers	NATO Challenge on the Edge of Its Mandate	Should NATO be defending a nonmember nation like Ukraine? Are European leaders in a position to help Ukraine?
7952465_125_A34QZDSTKZ3JO9	the services have negligible cost to the communities	the services cost the communities money	0	Many libraries provide numerous valuable services to their communities.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
6212698_362_A104V8NZIQFN2F	just taking the best from a society is not selfish	just taking the best from a society is selfish	0	Dual citizenship allows one to enjoy the pros and cons of the home country and the country that is welcoming them.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
3649706_204_A3GNQDFPZALU92	people interacting electronically is the only choice for some, so I think for them	people interacting electronically isn't the only choice,	1	In-person human interaction and the development of social skills are essential to the education process.	Online classes are not the best way to teach	Can Young Students Learn From Online Classes?	Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group?
6953387_92_A1HKYY6XI2OHO1	undermining national interests makes our enemies attentive and impervious	undermining national interests makes our enemies complacent and vulnerable	0	Supporting Israel undermines US national interests and policies in such an absurd way it is not understandable.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
11968452_189_AE861G0AY5RGT	most people who use pot are both happy and mentally healthy	most people who use pot are neither happy or mentally healthy	0	Addiction is almost impossible when the subjects are happy and healthy.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
6861302_86_A34QZDSTKZ3JO9	some athletes choose not to use drugs	some athletes choose to use drugs	0	For athletes who choose to not use drugs, the competition wouldn't be fair.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
12014464_0_AYFOAD75CRBKE	a different system is in place	a similar system is in place	1	Teachers in Finland are unionized and students perform well.	Tenure provides stability	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
9417806_0_A1LZPWVZRTUZD0	the presence of grandparents have a negative effect on children	the presence of grandparents have a positive effect on children	1	The consequences of continued generations delaying having children is that children will be unlikely to have grandparents and vice versa.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
11653691_737_A5TI9UQEPLNWI	together Fatah and Hamas can afford to buy new territory far from Israel	together Fatah and Hamas cannot afford to buy new territory far from Israel	1	Arab leaders have no interest in sitting beside a Jewish State that is responsible for decades of Arab refugees.	Hamas-Fatah unity can't lead to mideast peace	Can Hamas-Fatah Unity Lead to Mideast Peace?	Will a reconciliation between Fatah and Hamas improve the chances of Arab-Israeli peace, which have dimmed as U.S.-backed talks foundered?
13678921_0_AE861G0AY5RGT	delaying rituals is fruitful and those who participate learn plenty	delaying rituals is fruitless and those who participate learn nothing	0	Today's world provides young people with the ability to delay the rituals of adult life by providing an environment that gives them time to understand actions and consequences. Young people are smart for taking advantage of these current circumstances.	Young people are being smart by delaying the rituals of adult life	Adulthood, Delayed or Forgone?	Are young people being smart by delaying the rituals of adult life, or are they being irresponsible?
4373275_172_A2QVMCGDLTWV9	There are not enough unskilled workers residing legally.	There are lots of unskilled workers residing legally.	0	Farms depend on having a supply of unskilled workers who will work seasonal jobs with long hours and bad conditions without advancement opportunities.	Farms couldn't survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
4963738_276_A247LJDZOGXJK6	they choose to be discriminated against	they don't choose to be discriminated against	0	Obesity is a choice, not something forced on someone.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
10346152_389_A34QZDSTKZ3JO9	cameras would not make too much paperwork	too many cameras would make too much paperwork	0	Cameras would benefit everyone.	Police officers should be required to wear cameras	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?
9832599_442_A247LJDZOGXJK6	bashar al assad is not as bad a leader as moammar gadhafi was	bashar al assad is as bad a leader as moammar gadhafi was	0	Regime change in Libya led to the murder of a US Ambassador, and attacking Syria could have similar results.	US should not attack Syria	Is an Attack on Syria Justified?	Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons?
7952064_0_A3TKD7EJ6BM0M5	escapism should be encouraged	escapism should not be encouraged	0	Libraries allow a sanctuary for those looking to escape technology.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
12012725_716_A1DJNUJZN8FE7N	we do not need teacher's moral to be somewhere in the middle	we need teacher's moral to be somewhere in the middle	0	A system that removed the tired teachers would improve their morale.	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
10098012_0_AB98SGS280TY5	ACA does offer affordable insurance to everyone.	ACA does not offer affordable insurance to everyone.	0	While not perfect, Obamacare provides healthcare for some people that would otherwise not be able to afford health insurance.	Obamacare is working	Is Obamacare Working?	The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access?
10228010_115_A104V8NZIQFN2F	greed is good	greed is bad	1	The root of gambling's appeal is greed.	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
2326100_375_A104V8NZIQFN2F	all gambling is exploitative	all gambling is exploitative except online gambling	1	We want the US to regulate so people will not be exploited.	Internet gambling should be legalized	Should Internet Gambling Be Legalized?	The potential boon for cash-strapped states versus the social costs associated with addiction.
6207021_72_A34QZDSTKZ3JO9	citizens can't be dedicated to both countries	citizens can be dedicated to both countries	1	Dual citizens pay their U.S. taxes and are therefore dedicated and valuable to the United States.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
12631449_628_A104V8NZIQFN2F	Assad is not running a legitimate country	Assad is running a country as legitimate as any	1	The US should work with all of the countries that are fighting ISIS.	The U.S. should work with Assad to fight ISIS	Should the U.S. Work With Assad to Fight ISIS?	Is the militant group such a threat to the United States that working with the despised Syrian dictator would be in the national interest?
9833799_267_A34QZDSTKZ3JO9	attacking Syria would not stop further violence	attacking Syria would stop further violence	0	There shouldn't be more violence in the region.	US should not attack Syria	Is an Attack on Syria Justified?	Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons?
5477940_667_A34QZDSTKZ3JO9	people are discriminated against in the real world, too	people are not allowed to be discriminated against in the real world	1	Home schoolers are discriminated against when they can't play sports.	Home-schoolers should play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
3125041_200_A34QZDSTKZ3JO9	a flawed design will result in less users and less users means less congestion	a flawed design will result in more users and more users means more congestion	1	The design and implementation of these bike lanes is flawed.	New York's bike lanes are not working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
4063299_234_APW9F8OTJ4KXO	people cannot get the important services from the public library leaving the school library with value	people can get the important services from the public library leaving the school library without much value	0	Public librarians can be important to people's lives.	School librarians are not expendable	Are School Librarians Expendable?	States and cities are under severe budget constraints. They are turning to the library.
4371131_519_AE861G0AY5RGT	illegal immigrants are a large and important part of the US labor force	illegal immigrants are not a large or important part of the US labor force	1	Illegal immigration is bad for the United States.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
6951801_0_A1DJNUJZN8FE7N	the government likes to upset most Americans	the government doesn't likes to upset most Americans	1	Most Americans do not want to go to war with Iran in support of a corrupt right wing Israeli government.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
2657567_79_A2JKETV64OU7DY	practical alternative energies do not hurt the giant beast that is the oil industry.	practical alternative energies hurt the giant beast that is the oil industry.	0	Electric cars are practical for most people.	Electric cars will succeed	Will Electric Cars Finally Succeed?	Are plug-in cars the future, or will high cost and other technologies eclipse their promise?
6040313_62_A34QZDSTKZ3JO9	the sex industry won't ever stop existing completely	the sex industry won't stop existing completely	0	Legal prostitution will lead to a reduction in STD's and make sex slavery more difficult it has been shown that legality does not stop the sex industry from existing.	Prostitution is safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
5518992_275_APW9F8OTJ4KXO	there are many community sports programs held outside of schools	there are not many community sports programs held outside of schools	1	Home schooled kids could enjoy sports and company of others around them.	Home-schoolers should play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
3175089_0_A1LZPWVZRTUZD0	defunding public schools will ultimately lead to a better system of American education	defunding public schools will ultimately lead to a worse system of American education	1	This is a trick to defund public schools.	Home schoolers do not deserve a tax break	Do Home Schoolers Deserve a Tax Break?	Some conservatives want a federal credit for families who teach their children at home. What are its chances in the new Congress?
11913541_655_A34QZDSTKZ3JO9	the laws against violence are working	the laws against violence aren't working	0	Laws that are already in place should prevent violence.	No, the laws should not be toughened	Can Therapists Prevent Violence?	Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective?
3651071_0_A34QZDSTKZ3JO9	kids don't have to learn how to fix technical problems in real world situations	kids will learn how to fix technical problems in real world situations	0	A lot of time is lost with computer technical troubles.	Online classes are not the best way to teach	Can Young Students Learn From Online Classes?	Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group?
3647415_356_A1CF6U3GF7DZEJ	cost is important in our society	cost is not important in our society	1	Online courses should only be used as a low quality cost savings measure.	Online classes are not the best way to teach	Can Young Students Learn From Online Classes?	Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group?
6816351_0_A1HKYY6XI2OHO1	it's better they give their kids sport drugs instead of real drugs	it's better they don't give their kids sport drugs or real drugs	1	Parents might give them to their children.	Doping should not be allowed	Should Doping Be Allowed?	It's a constant scandal in cycling, baseball and at the Olympics. Testing doesn't eliminate the drugs. Should we just accept them?
8470645_137_A34QZDSTKZ3JO9	movies today have terrible special effects	movies today have great special effects	0	movies become all about the special effects making pacing, story and character development irrelevant.	Computer-generated imagery is ruining cinema	Is That a Movie or Video Game?	Is computer-generated imagery, or C.G.I., ruining the magic of cinema or enhancing it?
10224008_601_A1DJNUJZN8FE7N	most casinos are not destination resorts	most casinos are destination resorts	0	If casinos are not a destination resort then they are have a negative impact on locals who cannot afford to be gambling.	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
9952772_37_AA7ASGQEOMKEZ	it is not rude to allow the chef to know that they did not use enough salt	it is rude to allow the chef to know that they did not use enough salt	0	Sometimes a chef doesn't put enough salt on the food.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
6102433_0_A1DJNUJZN8FE7N	holding money is a big responsibility	holding money is not a big responsibility	1	Banks have free use of our money for weeks, months, and years.	Fees should be more regulated	Are Banks Making Too Much Money From Fees?	Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy?
9419257_447_A1N1T17XTPEEK5	doctors would rather avoid fertility complications	doctors need more research into fertility complications	1	Longer wait times increase the probability of needing fertility procedures.	Women should not delay motherhood	Should Women Delay Motherhood?	Women are waiting longer to start families. What are the pros and cons of motherhood at 20, 30, 40 and beyond?
5358339_27_APW9F8OTJ4KXO	ultimately, the kids aren't likely to turn out very similarly to their parents anyway	ultimately, the kids are likely to turn out very similarly to their parents anyway	0	The parents that want to control learning are narrow minded and ignorant and wish their children to be the same.	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School?	In New Hampshire, parents can tailor each child's curriculum to avoid "objectionable" content. Does that turn education into a private right instead of a public good?
3235302_207_A3PILUAB7LZGWQ	the millennials have proved themselves to be successes in the school of Dr. Spock parenting	the millennials have proved themselves to be abysmal failures in the school of Dr. Spock parenting	0	Extreme parenting leads to undeveloped people without a sense of self.	Extreme parenting is counterproductive	Is Extreme Parenting Effective?	Does strict control of a child's life lead to greater success or can it be counterproductive?
11417696_950_AA7ASGQEOMKEZ	those people don't have a risk of breaking down our herd immunity	those people have a risk of breaking down our herd immunity	0	Increasing the number of vaccinations for children causes more people to refuse to be vaccinated at all.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
11917910_290_AE861G0AY5RGT	families often fall short of their goal in helping the patient	families often acheive their goal in helping the patient	1	The laws are tough enough and the patient's family and support system are more effective in helping the patient to not become violent.	No, the laws should not be toughened	Can Therapists Prevent Violence?	Do laws regarding mental health professionals' duty to warn authorities of a threat need to be toughened to make them more effective?
6129077_395_AE861G0AY5RGT	vitamin supplements are in no way able to replace nutrients from food	vitamin supplements are able to replace nutrients from food	1	Vegan options like juices and replacement items are enriched with vitamins.	Veganism is good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
4969473_87_A34QZDSTKZ3JO9	the burden is on society as a whole	the burden isn't on society as a whole	1	Obese individuals should care for themselves both for their own health and the economic burden on society as a whole.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
3647415_356_A1HKYY6XI2OHO1	we shouldn't be looking for all the cost savings we can	we really should be looking for all the cost savings we can	0	Online courses should only be used as a low quality cost savings measure.	Online classes are not the best way to teach	Can Young Students Learn From Online Classes?	Online courses are increasingly common in high schools and middle schools. Is this the best way to teach that age group?
7957857_89_A1OYYWJ2B7OQTD	technology can only provide so much information these days	technology provides so much information these days	0	They provide supplemental materials for curriculum to both teachers and students.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
11966497_38_A3TKD7EJ6BM0M5	without criminals going to jail for illegal pot offenses, they will still be out on the streets	with criminals going to jail for illegal pot offenses, they won't be out on the streets	1	Colorado's legal pot deters crime and reduces jailing of minorities.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
6097752_629_A104V8NZIQFN2F	paying more for something that costs less is how free markets work	paying more for something that costs less is not how free markets work	1	A bank user has to pay many times more for a service that costs the bank much less.	Fees should be more regulated	Are Banks Making Too Much Money From Fees?	Do the fees banks charge customers need to be more closely regulated, or are they necessary for the health of the banks, and the economy?
6039608_210_AA7ASGQEOMKEZ	legalizing prostitution will not make it occur more	legalizing prostitution will make it occur more	0	The current system causes prostitutes to be unable to control their work and safety.	Prostitution is safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
7952451_0_A2GHGJP29KRWOQ	we already have teachers and the internet to educate our children	teachers and the internet could not fill the void to educate our children	1	Enlightened libraries could provide us with a sensible approach to information, it COULD be a great way to help us educate our children	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
8829278_378_A1CF6U3GF7DZEJ	it should be all about the players, not the college and money	it should be all about the college and money, not the players	0	Gamblers and TV benefit from college sports more than the players.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
3235190_0_A1I4CYG5YDFTYM	it doesn't form good habits and self discipline	it forms good habits and self discipline	0	Extreme parenting doesn't necessarily raise a compassionate child.	Extreme parenting is counterproductive	Is Extreme Parenting Effective?	Does strict control of a child's life lead to greater success or can it be counterproductive?
12009673_756_A1CF6U3GF7DZEJ	tenure doen's only protect the good	tenure also protects the good	0	Tenure prevents bad teachers from being weeded out early in their career.	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
3124932_109_A34QZDSTKZ3JO9	bikers and pedestrians are safe, but too many people are riding ine bike lanes now	bikers and pedestrians are safe, and many people are riding ine bike lanes now	1	Bike lanes ensure the safety of both bikers and pedestrians.	New York's bike lanes are working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
6039744_0_A1I4CYG5YDFTYM	it could be regulated and made safe if it were leagal	it could not be regulated and made safe if it were leagal	1	Prostitution is harmful, dehumanizing, and encourages modern day slavery.	Prostitution is not safer when it's legal	Is Prostitution Safer When It's Legal?	Can legalized prostitution ever be safe and free of exploitation? Or should laws against prostitution remain?
12724989_0_A1DJNUJZN8FE7N	no benefits means something close to ideal	no benefits means something far from ideal	1	No one benefits from sports leagues.	Sport leagues should not enjoy nonprofit status	Tax Break for Sports	Should pro sports leagues enjoy nonprofit status?
11965482_783_A1LZPWVZRTUZD0	studies show that legalized marijuana does increase the number of people who later become addicted to other, more addictive drugs	studies do not show that legalized marijuana increases the number of people who later become addicted to other, more addictive drugs	1	I never met anyone addicted to pot.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
10099242_220_AJNQ2PBD07FKE	unemployment rates are an historic low	unemployment rates are an historic high	0	Obamacare has allowed people with pre-existing conditions to change employment.	Obamacare is working	Is Obamacare Working?	The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access?
5477405_262_A3TKD7EJ6BM0M5	nearly all home-schooled child meets these requirements	nearly no home-schooled child meets these requirements	0	It is right for home-schoolers to play for high school sports teams if they meet the same academic and other requirements for enrolled kids.	Home-schoolers should play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
6537714_58_A104V8NZIQFN2F	I send my children to boarding school to get that experience	I don't send my children to boarding school to get that experience	1	Children need to experience other people and cultures.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
11404549_402_A34QZDSTKZ3JO9	willingness to take the vaccine doesn't matter	willingness to take the vaccine matters	1	Some are not willing to take the risk of vaccine injuries.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
10526193_653_A104V8NZIQFN2F	reactors are made out of bombs	reactors are not made out of bombs	0	Our history proves we cannot responsibly handle nuclear weapons.	Nuclear power is not the answer to climate change	Is Nuclear Power the Answer?	A group of climate scientists want environmentalists to see nuclear power as a way to combat climate change. Are they on to something?
13038883_57_A1CF6U3GF7DZEJ	it is not hard politically to end an embargo despite its benefits	it is hard politically to end an embargo despite its benefits	0	The embargo has not benefited Cuba or the US.	The U.S. should lift sanctions with Cuba	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?
